DDI ID,Description,brand,Model,S/N,Floor,Side,Department,REMARKS,,supplied company,Eng./contact,LPO/invoice,Sub Category(BIO),Original Value (PR),Accumulated Depreciation,Salvage Value,Item Age,install date,Usage Status,Full Loss,
BE00415,Autoclave,Tomy,Tomy,43 1340 70,3,B,Clinical lab,,,,,,,,,,,2004,USE,,
BE00416,Media Dispenser,APS 320,APS 320,75 111366,3,B,Clinical lab,,,,,,,,,,,2004,USE,,
BE00417,Media Preparator,Master Clave,Master Clave,808 130 30,3,B,Clinical lab,,,,,,,,,,,2004,USE,,
BE00418,Laminar flow,AURA 250 E,AURA 250 E,AU250E-348,3,B,Clinical lab,,,Tareq,,,,,,,,2004,USE,,
BE00419,pH meter,NIL,NIL,6540,,B,Clinical lab,  shifted to store,,,,,,,,,,2010,USE,,
BE00420,Balance,A&D,A&D,K 923 8569,3,B,Clinical lab,,,,,,,,,,,2009,USE,,
BE00421,Balance,Metler,Metler,111 8422 181,3,B,Clinical lab,  shifted to store,,,,,,,,,,2009,USE,,
BE00422,Rotamixer Deluxe,Delux,Delux,20460,,B,Clinical lab,  shifted to store,,,,,,,,,,2006,USE,,
BE00423,"Rota mixer, Serology, 341",341 Rotamixe,341 Rotamixe,9100034,,B,Clinical lab,  shifted to store,,,,,,,,,,2006,USE,,
BE00424,Bacti Incinerator,Bacti Incinerator,Bacti Incinerator,010 700 055,,B,Clinical lab,  shifted to store,,,,,,,,,,2006,USE,,
BE00425,Bacti Incinerator,Bacti Incinerator,Bacti Incinerator,030 700 555,3,B,Clinical lab,,,,,,,,,,,2006,USE,,
BE00426,Bacti Incinerator,Bacti Incinerator,Bacti Incinerator,030 700 585,3,B,Clinical lab,,,,,,,,,,,2006,USE,,
BE00427,Platelet counter,(Clay Adams),(Clay Adams),579,3,B,Clinical lab,,,,,,,,,,,2010,USE,,
BE00428,Rotator,3D,3D,C1669101036543,3,B,BMBU,BME Store-B2,,,,,,,,,,2010,USE,,
BE00429,Akta FPLC,AKTA,AKTA,1533496,3,B,BMBU,scrapped 30/5/23,,Amjad Scientific co.,,,,,,,,2009,USE,,
BE00430,QIA cube,QiaCube DNA,QiaCube DNA,11320,3,B,BMBU,scrapped 30/5/23,,,,,,,,,,2011,USE,,
BE00431,Epoch Biotek,Biotek,NIL,254761,3,B,BMBU,,,,,,,,,,,,,,
BE00432,Toshiba Refridgerator,,GR-R70UD-K,,F1,B,CLINICS,found in BMBU F3 29/08/2020,,,,,,,,,,,,,
BE00433,Mini agarose gel system,NIL,NIL,353375,3,B,BMBU,,,,,,,,,,,2009,USE,,
BE00434,Agarose gel system,NIL,NIL,351884,3,B,BMBU,,,,,,,,,,,2009,USE,,
BE00435,Elchrom( electrophersis),CH-6330-CHEM,CH-6330-CHEM,1021-1149,3,B,BMBU,Scrapped,,,,,,,,,,2009,USE,,
BE00436,8W lamps  for UV cabinets ,XX-15NF,XX-15NF,1785285,3,B,BMBU,,,,,,,,,,,2011,USE,,
BE00437,Elchrom ( Electrophersis power supply),GEPS200/2000,GEPS200/2000,370605,3,B,BMBU,found in genetic 4th flr 3/11/21,,,,,,,,,,2010,USE,,
BE00438,Shaker,Labquake,Labquake,1835100149830,3,B,BMBU,,,,,,," 1,100 ",,,,,,,
BE00439,Shaker,Labquake,Labquake,1834091241397,3,B,BMBU,,,,,,," 1,100 ",,,,,,,
BE00440,Revco-Rel7504W20,4,4,",0117714401110117",3,B,F3,,,,,,,,,,,2011,USE,,
BE00441,Sonicator dismembrator 500,500,500,,3,B,BMBU,,,,,,,,,,,2010,USE,,
BE00442,Shaker,Unimax 1010,Unimax 1010,71006030,3,B,BMBU,,,,,,, 850 ,,,,2012,USE,,
BE00443,Rotator,3D,3D,C1669101036540,3,B,BMBU,BME Store-B2,,,,,,,,,,2010,USE,,
BE00444,Tube Rotator,H5600-230V-UK,H5600-230V-UK,G303061,3,B,BMBU,,,,,,,,,,,2011,USE,,
BE00445,"Nutator, Clay Adams",421106,421106,1122,3,B,BIO BANK,found in BMBU f3 2/11/21,,,,,,,,,,2011,USE,,
BE00446,Microcentrifuge,SD,SD,58443,3,B,BMBU,,,,,,,,,,,2011,USE,,
BE00447,Microcentrifuge,SD,SD,58450,3,B,BMBU,,,,,,,,,,,2011,USE,,
BE00448,Tube Rotator,NIL,NIL,G303057,3,B,BMBU,,,,,,,,,,,2011,USE,,
BE00449,Tube Rotator,H5600-VWR-230,H5600-VWR-230,H-104255,3,B,BMBU,,,,,,,,,,,2011,USE,,
BE00451,"Thermo Revco, UFX 70086V62",-80,-80,",132088901130326",3,B,BIO BANK,,,,,,,,,,,2010,USE,,
BE00452,Freezer Forma,-40,,300018158,4,B,IICTU,,,,,,,,,,,,,,
BE00453,Gamma Cell counter,Best Theratronics,Elite 1000 GC,",0474",B1,B,IICTU,NOT USING,,Trialpha,,PO: 806,," 85,000 ",,,,23/11/2010,USE,,
BE00454,Invitrogen,NIL,PowerEase500,1182804-114,4,b,IICTU,,,,,,,,,,,,,,
BE00455,Bio Rad Mini Trans Blot cell,Transblot,Transblot,552BR059463,4,B,IICTU,cuboard(ajith),,,,,,,,,,2010,USE,,
BE00456,Bio Rad Mini Trans Blot cell,Transblot,Transblot,153BR71139,4,B,IICTU,cuboard(ajith),,,,,,,,,,2010,USE,,
BE00457,"Execiser,Treadmill",CybexInternational,530T Pro+,X11-17530T9534NN024,4THFLOOR,A,Medical Fitness Center,found in 5th foor store 19th sept 2021,,Tareq-package III,,,,,,,,2006,USE,,
BE00458,"Execiser,Treadmill",CybexInternational,530T Pro+,x10-16530T9534NN039,4THFLOOR,A,Medical Fitness Center,found in 5th foor store 19th sept 2022,,Tareq-package III,,,,,,,,2006,USE,,
BE00459,"Execiser,Treadmill",CybexInternational,CybexInternational,X11-17530T9534NN030,4THFLOOR,A,Medical Fitness Center,sold,,Tareq-package III,,,,,,,,2006,USE,,
BE00460,Execiser.Treadmill,CybexInternational,530T Pro+,X11-17530T9534NN020,4THFLOOR,A,Medical Fitness Center,found in 5th foor store 19th sept 2021,,Tareq-package III,,,,,,,,2006,USE,,
BE00461,Execiser .Hiker,CybexInternational,CybexInternational,Y02-03600A9548197,4THFLOOR,A,Medical Fitness Center,sold,,Tareq-package III,,,,,,,,2006,USE,,
BE00462,Execiser.Hiker,CybexInternational,CybexInternational,y02-03600A95348198,4THFLOOR,A,Medical Fitness Center,sold,,Tareq-package III,,,,,,,,2006,USE,,
BE00463,"Execiser,seairclimber",CybexInternational,CybexInternational,U04012440406,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00464,"Execiser,seairclimber",CybexInternational,CybexInternational,U04012440426,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00465,Up right bike,CybexInternational,CybexInternational,X11-12234003,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00466,Up right bike,CybexInternational,CybexInternational,X11-12234001,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00467,Up right bike,CybexInternational,CybexInternational,X11-12234002,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00468,GLUCOMETER,ABBOTT,OPTIUM,PO898,FI,B,INFECTION CONTROL,,,,,,,,,,,,,,
BE00469,Up right bike,CybexInternational,CybexInternational,X11-12234005,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00470,Bcycle,CybexInternational,CybexInternational,F0113750R010N,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00471,Bcycle,CybexInternational,CybexInternational,F0113750R013N,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00472,Execiser HipAbduction,CybexInternational,CybexInternational,Y02-060464091-4371,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00473,Execiser HipAbduction,CybexInternational,CybexInternational,Y02-060464591-4142,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00474,Execiser.RotaryCalf,CybexInternational,CybexInternational,Y02-060462091-2131,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00475,Execiser Chestpress,CybexInternational,CybexInternational,Y02-060450691-1033,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00476,Execiser.row/RearDlt,CybexInternational,CybexInternational,Y02-060452191-0869,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00477,Execiser.LatpullDown,CybexInternational,CybexInternational,y02-060451619-1893,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00478,Exerciser Ab.Crcnch        ,CybexInternational,CybexInternational,y02-060470591-4017,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00479,Execiser.TorsoRotation,CybexInternational,CybexInternational,Y02-060471591-3325,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00480,ExerciserArmExtnsion,CybexInternational,CybexInternational,Y02-050454019-3751,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00481,"Execiser,fly",CybexInternational,CybexInternational,y02-060454591-1990,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00482,"Exerciser,BackExtnsion",CybexInternational,CybexInternational,Y02-0650471391-0871,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00483,Exerciser Arm.curl,CybexInternational,CybexInternational,y02-060453591-4017,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00484,Execiser.lateralRaise,CybexInternational,CybexInternational,y02-060453591-2073,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00485,Execiser.overheadpress,CybexInternational,CybexInternational,y02-060452691-1299,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00486,Execiser Inclinepress,CybexInternational,CybexInternational,y02-060451191-0403,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00487,ExeciserlegExtension,CybexInternational,CybexInternational,y02-060461391-2099,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00488,Execiser.proneleg,CybexInternational,CybexInternational,Y02-060461891-0773,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00489,"Execiser,seated legpressCyexInternatioal",CybexInternational,CybexInternational,y02-060460591-5322,4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,2006,USE,,
BE00490,"Execiser,seated leg curl ",CybexInternational,CybexInternational,",060462891-1530",4THFLOOR,A,Medical Fitness Center,,,Tareq-package III,,,,,,,,,,,
BE00491,Ophthalmoscope,KEELER,KEELER,37210,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00492,Xray film viewer,NIL,NIL,NIL,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00493,Weighingscale,Detecto,Detecto,E018100027,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00494,SUCTIONPUMP,LSU-Laerdal,LSU-Laerdal,78230898017,4THFLOOR,A,Medical Fitness Center,,,Tareq,,,,,,,,2011,USE,,
BE00495,AED Power heart,cardiac science,cardiac science,5111737,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00496,Patient bed,medical master,Medical masterBE00496,,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00497,Weighingscale,SECA,SECA,",5755109112417",4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00498,Weighingscale,SECA,SECA,",5755109112418",4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00499,Vital sign monitor,philips/suresinVS3,philips/suresinVS3,CN23153761,4THFLOOR,A,Medical Fitness Center,found in rm416 1st flr,,,,,," 1,500 ",,,,2014,USE,,
BE00500,Vital sign monitor,Philips/suresignVS3,Philips/suresignVS3,CN23153730,4THFLOOR,B,Medical Fitness Center,,,,,,," 1,500 ",,,,2014,USE,,
BE00501,Vital sign monitor,philips/suresinVS3,philips/suresinVS3,CN23153727,4THFLOOR,B,Medical Fitness Center,,,,,,," 1,500 ",,,,2014,USE,,
BE00502,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,4033799,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00503,Ergo line bycycle,ergo line,Ergoline,2012004440,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00504,Ergo line bycycle,ergo line,Ergoline,2004000037,4THFLOOR,A,Medical Fitness Center,B2 store,,,,,,,,,,,,,
BE00505,pulmonaryGas,cosmed,cosmed,200404215\2010010207,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00506,pulmonaryGas,cosmed,cosmed,2012070469,4THFLOOR,A,Medical Fitness Center,B2 store,,,,,,,,,,2006,USE,,
BE00507,Ultrasonic neb.,KU-400,COMFORT-2000,,4THFLOOR,A,Medical Fitness Center,found in store 19th sept,,,,,,,,,,2011,USE,,
BE00508,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,403372,4THFLOOR,A,Medical Fitness Center,found in store 19th sept,,,,,,,,,,2006,USE,,
BE00509,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,3032966,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00510,BODY ANALAISER,ioi353,JAWON,PUU0007-090819,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00511,PressureMoniter,SmithMedical,SmithMedical,705666022,4THFLOOR,A,Medical Fitness Center,B2 store,,,,,,,,,,2006,USE,,
BE00512,ExerciserBicycleAirdyne  SchwinnExerciser,schwinn,Up right bike,AX201197,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00513,ExerciserBicycleAirdyne  SchwinnExerciser,schwinn,Up right bike,AX201186,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00514,ExerciserBicycleAirdyne  SchwinnExerciser,schwinn,Up right bike,AX201159,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00515,DifibrilatorLP-15,Medtronics,Medtronics,LP1539366299,5thfloor,A,Medical Fitness Center,CSC,,Centre circle,,PO00001060,," 5,149 ",,,,2011-01-02,USE,,
BE00516,SUCTIONPUMP,LSU-Laerdal,LSU-Laerdal,78230898010,5THFLOOR,A,Medical Fitness Center,,,Tareq,,,,,,,,2011,USE,,
BE00517,Vital sign monitor,philips/suresinVS3,philips/suresinVS3,CN23153728,4THFLOOR,A,Medical Fitness Center,cardiology 15/11/21,,,,,," 1,500 ",,,,2014,USE,,
BE00518," Execiser,Treadmill",CybexInternational,CybexInternational,X11-17530T9534NN027,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00519,"Execiser,Treadmill",CybexInternational,CybexInternational,X11-17530T9534NN040,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00520,"Execiser,Treadmill",CybexInternational,CybexInternational,X11-17530T9534NN028,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,2006,USE,,
BE00521,Exerciser Arc Trainer,Arc Trainer,Manufacturer Cybex,Y02-03600A95348195,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00522,Exerciser,Cybex ,700,NIL,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00523,Exerciser,Cybex,700,NIL,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00524,a. Freez Dryer,Advantage XL-70,Advantage XL-70,309691,4,B,IICTU/PIBTU,Sifted to Animal Lab 14/11/22,,,,,,,,,,2010,USE,,
BE00525,b. Vacum Pump,2005 SD,2005 SD,304692,4,B,IICTU/PIBTU,Sifted to Animal Lab 14/11/22,,,,,,,,,,2010,USE,,
BE00526,Heidolph Duomax,1030 Duomax,1030 Duomax,0111 35759,4,B,IICTU/PIBTU,shifted to B2 store 17/9/2024,,central Circle,,,,,,,,,,,
BE00527,Digital Axiocam camera (ZF),Axiocam 506 color,Axiocam 506 color,231 140275,4,B,IICTU/PIBTU,found in AHF 12th sept,,,,,," 4,950 ",,,,2012,USE,,
BE00528,Deko Washer,DEKOMED,2000,",04051470",B1,B,AHF,,,Tareq,,,,,,,,2004,USE,,
BE00529,Autoclave Fedigari,FOH1/3 ESTRA4,FOH1/3 ESTRA4,NA1016AL,B1,B1,AHF,,,Tareq,,,,,,,,2004,USE,,
BE00530,Cage & Rack Washer,SW6300,SW6300,02N0095013,B1,B,AHF,scrapped 30/5/23,,,,,,,,,,2004,USE,,
BE00531,Bedding disposal,Scientek-Canada,SVBDH-CU,1078,B1,B1,AHF,,,Tareq,,,,,,,,26/7/2004,USE,,
BE00532,Zoom Stereo Microscope (AF),SZX-10,SZX-10,8H23451,B1,B,AHF,,,,,,," 4,000 ",,,,2012,USE,,
BE00533,Thermo Forma 8810,-40,-40,836080-25,4,A,IICTU/PIBTU,found in AHF 12th sept,,,,,,,,,,2010,USE,,
BE00534,Waterbath,BS-302,BS-302,50166,B1,B,AHF,,,,,,,,,,,2010,USE,,
BE00535,Aanatomical bench 1,CSI/JEWETT,CSI/JEWETT,424,B1,B1,AHF,,,,,,,,,,,2004,USE,,
BE00536,Perfusion handling robot,ORBITOR RS,ORBITOR RS,ORS1325161,B1,B1,AHF,,,,,,,,,,,2013,USE,,
BE00537,Biosafety cabinet,NIL,NIL,41513321,B1,B1,AHF,shifted to nddb in may 2020,,,,,,,,,,2004,USE,,
BE00538,Carl Zeiss Stereomicroscope (AF),Stemi DV4,Stemi DV4,3919020487,B1,B,AHF,found in Genetic nov 2023,,,,,," 12,500 ",,,,2012,USE,,
BE00539,Bedding dispenser,SBD1200-4,SBD1200-4,1076,B1,B1,AHF,,,Tareq,,,,,,,,2004,USE,,
BE00540,Bottle filler,Scientek-Canada,SWBFS-25,1075,B1,B1,AHF,,,Tareq,A.A. Shaikh,,,,,,,26/7/2004,,,
BE00541,Changing station,CS5,CS5,13101994,B1,B1,AHF,,,,,,,,,,,2013,USE,,
BE00542,Water Bath,Nuve,Nuve,02-1279,B1,B1,AHF,,,,,,,,,,,2010,USE,,
BE00543,Eppendorf Centrifuge,5810R,5810R,5811AJ063377,B1,B1,AHF,,,C.C.C,,,,,,,,2010,USE,,
BE00544,Multi gas Incubator,MCO-19M,MCO-19M,11070169,B1,B,AHF,,,Tareq,,PO00001971/inv2519,," 4,545 ",,,,2011-03-01,USE,,
BE00545,Hotplate/Stirrer,Thermo,Thermo,C1768100927645,B1,B1,AHF,,,,,,,,,,,2010,USE,,
BE00546,Vortex,945416,945416,11012007,B1,B,AHF,,,,,,,,,,,2011,USE,,
BE00547,Eppendorf,MINI SPIN5452,MINI SPIN5452,5452DP779440,B1,,AHF,,,,,,, 410KD ,,,,2015-09-04,USE,,
BE00548,Carl Zeiss MicroImaging (AF),Primovert,Primovert,3841002347,4,B,IICTU/PIBTU,found in genetic 4th flr 05/09/2020,,Tectron,,,," 2,800 ",,,,2012,USE,,
BE00550,JOG700 VISIOWEB-treadmil,Techno Gym,DAK32YIALOOGDOO2,DAK32Y12000004,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00551,JOG700 VISIOWEB-treadmil,Techno Gym,DAK32WAALOOGAOOS,DAK32W12000446,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00552,JOG700 VISIOWEB-treadmil,Techno Gym,DAK32WAALOOGAOOS,DAK32W12000442,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00553,JOG700 VISIOWEB-treadmil,Techno Gym,DAK32YIALOOGDOO2,DAK32Y12000002,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00554,JOG700 VISIOWEB-treadmil,Techno Gym,DAK32YIALOOGDOO2,DAK32Y12000003,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00555,JOG700 VISIOWEB-treadmil,Techno Gym,DAK32WAALOOGAOOS,DAK32W12000443,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00556,RECLINE 700 VISIOWEB,Techno Gym,DAD33WAALAGGAOOS,DAD33W12000935,5THFLOOR,A,Medical Fitness Center,B2 store,,,,,,,,,,,,,
BE00557,RECLINE 700 VISIOWEB,Techno Gym,DAD33WAALAGGAOOS,DAD33W12000934,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00558,SYNCHRO EXCITE 700 VISOWEB,Techno Gym,DA593Y,DA593Y-12000410,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00559,SYNCHRO EXCITE 700 VISOWEB,Techno Gym,DA593Y,DA593Y-12000415,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00560,SYNCHRO EXCITE 700 VISOWEB,Techno Gym,DA593Y,DA593Y-12000411,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00561,SYNCHRO EXCITE 700 VISOWEB,Techno Gym,DA593Y,DA593Y-12000416,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00562,TOP EXCITE 700 ISP,Techno Gym,D4774LLALOO-GOUKS,D4774L08000547,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00563,CONCEPT POWER PM3,Techno Gym,SLE-RWR-PM3-D,0502120-ID3-400133835,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00564,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00565,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,sold,,,,,,,,,,,,,
BE00566,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,sold,,,,,,,,,,,,,
BE00567,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,sold,,,,,,,,,,,,,
BE00568,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00569,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00570,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00571,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00572,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,sold,,,,,,,,,,,,,
BE00573,SPINNING BIKE,Techno Gym,NIL,NIL,4THFLOOR,A,Medical Fitness Center,sold,,,,,,,,,,,,,
BE00574,CONCEPT POWER PM3,Techno Gym,SLE-RWR-PM3-D,0502120-1D3-400133767,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00575,SYNCHRO EXCITE 700 VISOWEB,Techno Gym,DA593Y,DA593Y-12000418,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00576,SYNCHRO EXCITE 700 VISOWEB,Techno Gym,DA593Y,DA593Y-12000409,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00577,TOP EXCITE 700 ISP,Techno Gym,D4774LLALOO-GOUKS,DA774L12000231,5THFLOOR,A,Medical Fitness Center,,,,,,,,,,,,,,
BE00578,BedELectic,countra460,countra460,628241,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00579,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,4033765,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00580,BedELectic,countra460,countra460,628244,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00581,BedELectic,countra460,countra460,628248,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00582,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,4033757,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00583,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,4033758,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00584,BedELectic,countra460,countra460,628235,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00585,BedELectic,countra460,countra460,628234,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00586,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,4033763,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00587,BedELectic,countra460,countra460,628242,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00588,BedELectic,countra460,countra460,628245,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00589,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,4033761,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00590,BedELectic,countra460,countra460,628236,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00591,BedELectic,countra460,countra460,628239,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00592,BedELectic,countra460,countra460,628243,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package III,,,,,,,,2006,USE,,
BE00593,SUCTIONPUMP,LSU-Laerdal,LSU-Laerdal,78230898029,1STFLOOR,A,Clinical Skill Centre,Transferred to B2 shelter room,,Tareq,,,,,,,,2011,USE,,
BE00594,DifibrilatorLP-12,Medtronics,Medtronics,LP1232599612,1STFLOOR,A,Clinical Skill Centre,,,CCC/ MOH,,,," 6,190 ",,,,2012,USE,,
BE00595,BedELectic,countra460,countra460,628249,1STFLOOR,A,Clinical Skill Centre,,,,,,,,,,,2006,USE,,
BE00596,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,3032958,1STFLOOR,A,Clinical Skill Centre,,,,,,,,,,,2006,USE,,
BE00597,suction pump,f-31,fazini,110536,  1stfoor,A,Clinical Skill Centre,,,,,,,,,,,,,,
BE00598,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,4033801,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package,,,,,,,,2006,USE,,
BE00599,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,3032956,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package,,,,,,,,2006,USE,,
BE00600,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,4033759,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package,,,,,,,,2006,USE,,
BE00601,B P Apparatuswallmounted    ,W.A. BAUM,W.A. BAUM,4033769,1STFLOOR,A,Clinical Skill Centre,,,Tareq-package,,,,,,,,2006,USE,,
BE00602,PATIENT MONITOR,BSM-4101K,NIHON KOHDEN,",OO302",  1stfoor,A,Clinical Skill Centre,"scrap, found in store B2 19th sept",,,,,,,,,,,,,
